req_id,page,section,category,requirement
AXI_REQ_0266,119,A6.4,Response/Error,• A single write response is returned on the B channel. The write response must be given only by the
AXI_REQ_0267,119,A6.4,Response/Error,"• A Subordinate must send the correct number of read data transfers, even if the write response is DECERR or"
AXI_REQ_0268,119,A6.4,Response/Error,"• If there is an error on the write but not on the read, a Manager ignoring the write response must read the"
AXI_REQ_0269,120,A6.4,Handshake/Timing,• The Manager must not wait for the Subordinate to assert AWREADY or WREADY before asserting
AXI_REQ_0270,120,A6.4,Handshake/Timing,"• The Subordinate must wait for AWVALID, AWREADY, WVALID, and WREADY to be asserted before"
AXI_REQ_0271,120,A6.4,Handshake/Timing,• The Subordinate must also wait for WLAST to be asserted before asserting BVALID because the write
AXI_REQ_0272,120,A6.4,Response/Error,"response BRESP, must be signaled only after the last data transfer of a write transaction."
AXI_REQ_0273,120,A6.4,Handshake/Timing,• The Subordinate must not wait for the Manager to assert BREADY before asserting BVALID.
AXI_REQ_0274,120,A6.4,Handshake/Timing,• The Subordinate must wait for both AWVALID and AWREADY to be asserted before it asserts RVALID to
AXI_REQ_0275,120,A6.4,Handshake/Timing,• The Subordinate must not wait for the Manager to assert RREADY before asserting RVALID.
AXI_REQ_0276,120,A6.4,Handshake/Timing,• The Manager must not wait for the Subordinate to assert RVALID before asserting WVALID.
AXI_REQ_0277,120,A6.4,Functional,• A double-headed arrow points to a signal that must be asserted only after assertion of the signal at the start of
AXI_REQ_0278,121,A6.4,Functional,"In some implementations this will be a fixed interface attribute, other implementations might enable the"
AXI_REQ_0279,121,A6.4,Atomic/Exclusive,"If a Subordinate or interconnect component declares that it supports Atomic transactions, then it must support all"
AXI_REQ_0280,121,A6.4,Response/Error,"address regions, then the Subordinate must give an appropriate error response for the Atomic transactions that it"
AXI_REQ_0281,122,A6.4,Atomic/Exclusive,"If an interconnect does not support Atomic transactions, all attached Manager components must be configured to"
AXI_REQ_0282,122,A6.4,Atomic/Exclusive,Atomic transactions are not required to be supported for every address location. If Atomic transactions are not
AXI_REQ_0283,122,A6.4,Atomic/Exclusive,"For Device transactions, the Atomic transaction must be passed to the endpoint Subordinate. If the Subordinate is"
AXI_REQ_0284,122,A6.4,Response/Error,"configured to indicate that it does not support Atomic transactions, then the interconnect must give an error"
AXI_REQ_0285,122,A6.4,Response/Error,response for the transaction. An Atomic transaction must not be passed to a component that does not support
AXI_REQ_0286,123,A6.4,Functional,The request Opcode indicates the function of a request and how it must be processed by a Subordinate.
AXI_REQ_0287,124,A7.1,Functional,"If any of the following properties are not False, AWSNOOP_WIDTH must be 5:"
AXI_REQ_0288,124,A7.1,Functional,"If any of the following properties are not False, AWSNOOP_WIDTH must be 4 or 5:"
AXI_REQ_0289,124,A7.1,Functional,"If any of the following properties are not False, ARSNOOP_WIDTH must be 4:"
AXI_REQ_0290,125,A7.1,Functional,AWSNOOP output from its interface. An attached Subordinate must have its AWSNOOP input tied LOW.
AXI_REQ_0291,125,A7.1,Functional,ARSNOOP output from its interface. An attached Subordinate must have its ARSNOOP input tied LOW.
AXI_REQ_0292,126,A7.2,Functional,operation must be performed. The
AXI_REQ_0293,127,A7.2,Functional,an indication that the data should
AXI_REQ_0294,127,A7.2,Functional,indication that the data should be
AXI_REQ_0295,127,A7.2,Functional,the line must be cleaned and/or
AXI_REQ_0296,127,A7.2,Functional,line must be cleaned and/or
AXI_REQ_0297,127,A7.2,Cache/Stash,indicates that a cache line should
AXI_REQ_0298,127,A7.2,Cache/Stash,indicates that a cache line should
AXI_REQ_0299,127,A7.2,Functional,indicates that a translation should
AXI_REQ_0300,129,A7.3,Functional,which the Manager will not
AXI_REQ_0301,129,A7.3,Functional,Data must not be Dirty.
AXI_REQ_0302,129,A7.3,Functional,which the Manager will not
AXI_REQ_0303,129,A7.3,Functional,which the Manager will not
AXI_REQ_0304,130,A7.3,Cache/Stash,cache line. Cleaned data must
AXI_REQ_0305,130,A7.3,Functional,data is not required to be written
AXI_REQ_0306,132,A8.1,Cache/Stash,Fully coherent agents use hardware coherency with data snooping to keep their caches coherent. These will
AXI_REQ_0307,132,A8.1,Cache/Stash,I/O coherent agents can share data with fully coherent agents but any data that is cached locally to them must be
AXI_REQ_0308,132,A8.1,Cache/Stash,Non-coherent agents must use manual cache maintenance on any data that is shared with other agents and cached
AXI_REQ_0309,133,A8.2,Cache/Stash,aligned to the total size of the cache line. A system which employs cache sharing must have a common cache line
AXI_REQ_0310,133,A8.2,Cache/Stash,size. Some transactions only operate on entire cache lines and must be cache line sized.
AXI_REQ_0311,133,A8.2,Cache/Stash,"For any interfaces carrying cache line sized transactions, the data width must be wide enough to transport a cache"
AXI_REQ_0312,133,A8.2,Cache/Stash,"To be compatible with AMBA CHI, cache line size must be 64 bytes."
AXI_REQ_0313,133,A8.2,Cache/Stash,Opcodes where the transaction must be cache line sized and Regular are shown in Table A8.2. For more
AXI_REQ_0314,133,A8.2,Cache/Stash,Table A8.2: Opcodes which must be cache line sized and Regular
AXI_REQ_0315,133,A8.2,Cache/Stash,• Size x Length must be equal to the cache line size.
AXI_REQ_0316,133,A8.2,Cache/Stash,• Transactions with write data must have all byte strobes asserted within the cache line container.
AXI_REQ_0317,134,A8.3,Functional,"When multiple Managers share data, writes from those Managers must be coherent. This means writes to the same"
AXI_REQ_0318,134,A8.3,Cache/Stash,"If a system contains caches, measures must be taken to ensure that cached values do not become stale."
AXI_REQ_0319,134,A8.3,Functional,Shareable. There must be a consistent definition of:
AXI_REQ_0320,134,A8.3,Functional,Address locations in the System Domain must be visible to all Managers that are able to access them. This is
AXI_REQ_0321,134,A8.3,Functional,Requests to Device type memory are required to use the System Domain.
AXI_REQ_0322,134,A8.3,Transaction,Address locations in the Non-shareable Domain are not required to be visible to other Managers. Transactions to
AXI_REQ_0323,134,A8.3,Handshake/Timing,Operations (CMOs) must be issued to clean and invalidate the data from any local caches before it is read.
AXI_REQ_0324,134,A8.3,Cache/Stash,line must be passed as Clean and responsibility for writing back the line remains with the downstream cache.
AXI_REQ_0325,134,A8.3,Functional,Address locations in the Shareable Domain must be visible to all other Managers that also have those locations
AXI_REQ_0326,134,A8.3,Cache/Stash,marked as Shareable. Requests with the Shareable attribute must snoop local caches and lookup in caches that
AXI_REQ_0327,135,A8.3,Functional,"If a component is required to support the Shareable Domain, it must include the Domain signaling."
AXI_REQ_0328,136,A8.3,Cache/Stash,"coherency, data cached as Non-shareable must be made visible using CMOs before being accessed by an agent"
AXI_REQ_0329,136,A8.3,Cache/Stash,The combination of Domain and memory type determines which caches must be accessed to complete the
AXI_REQ_0330,136,A8.3,Functional,must be accessed when processing a request.
AXI_REQ_0331,137,A8.4,Cache/Stash,"but it cannot be snooped, so it must not cache Shareable data. AXI does not support data snooping, so the coherent"
AXI_REQ_0332,137,A8.4,Functional,interconnect will typically be based on the AMBA CHI protocol [5] with AXI interfaces for connecting I/O
AXI_REQ_0333,137,A8.4,Cache/Stash,"a request is sent downstream towards memory. When the data is returned, it must not be cached by the I/O"
AXI_REQ_0334,137,A8.4,Cache/Stash,The Shareable_Cache_Support property must be False for an I/O coherent interface.
AXI_REQ_0335,138,A8.5,Cache/Stash,• Clean evictions of Shareable lines can be cached but must not be written back to memory.
AXI_REQ_0336,138,A8.5,Response/Error,"To enable this, additional Opcodes and responses are required. The cache must also track which lines are Shareable"
AXI_REQ_0337,138,A8.5,Functional,Must not hit
AXI_REQ_0338,138,A8.5,Functional,Must hit
AXI_REQ_0339,138,A8.5,Functional,Must hit2
AXI_REQ_0340,138,A8.5,Functional,Must hit
AXI_REQ_0341,138,A8.5,Functional,Must hit
AXI_REQ_0342,138,A8.5,Functional,Must not hit
AXI_REQ_0343,138,A8.5,Functional,Must hit
AXI_REQ_0344,138,A8.5,Functional,Must hit
AXI_REQ_0345,138,A8.5,Functional,Must hit
AXI_REQ_0346,138,A8.5,Functional,Must hit
AXI_REQ_0347,138,A8.5,Functional,Must hit
AXI_REQ_0348,138,A8.5,Functional,Must hit
AXI_REQ_0349,138,A8.5,Functional,Must hit
AXI_REQ_0350,138,A8.5,Functional,Must hit
AXI_REQ_0351,138,A8.5,Functional,Must hit
AXI_REQ_0352,138,A8.5,Functional,Must hit
AXI_REQ_0353,138,A8.5,Functional,Must hit
AXI_REQ_0354,138,A8.5,Functional,Must hit
AXI_REQ_0355,138,A8.5,Functional,Must hit
AXI_REQ_0356,138,A8.5,Functional,Must not hit
AXI_REQ_0357,138,A8.5,Functional,1 The line must no longer be marked as Shareable.
AXI_REQ_0358,138,A8.5,Functional,3 Must hit if RME_Support is True.
AXI_REQ_0359,138,A8.5,Cache/Stash,"Non-cacheable, Outer Cacheable will not use shareable read and write transactions and it is not expected that"
AXI_REQ_0360,138,A8.5,Cache/Stash,cache lines will be allocated as Shareable.
AXI_REQ_0361,139,A8.5,Cache/Stash,"Transactions using these Opcodes must be Modifiable, cache line sized and Regular. See A4.2.2 Modifiable"
AXI_REQ_0362,139,A8.5,Transaction,For write transactions all write strobes must be asserted.
AXI_REQ_0363,139,A8.5,Functional,read data must be Clean.
AXI_REQ_0364,139,A8.5,Response/Error,"read data can be Clean or Dirty. If the data is Dirty, the line must be allocated upstream, and the response for all"
AXI_REQ_0365,139,A8.5,Transaction,transfers of read data must be OKAYDIRTY instead of OKAY.
AXI_REQ_0366,140,A8.5,Functional,A Shareable Clean line must not be exposed to any agents outside of the Shareable Domain because the line might
AXI_REQ_0367,140,A8.5,Cache/Stash,"become stale within caches in the Shareable Domain. For the same reason, data from a WriteEvictFull must not"
AXI_REQ_0368,140,A8.5,Functional,Alternative Opcodes must be used.
AXI_REQ_0369,141,A8.5,Functional,- (request must be dropped)
AXI_REQ_0370,142,A8.6,Ordering,"The Prefetch request is not required to be ordered with respect to other requests such as CMOs, therefore a"
AXI_REQ_0371,142,A8.6,Cache/Stash,Prefetch must not be used to signal that a line can be fetched into a managed or visible cache.
AXI_REQ_0372,142,A8.6,Cache/Stash,• A Prefetch request must be cache line sized with the following constraints:
AXI_REQ_0373,142,A8.6,Functional,"• The ID value must be unique-in-flight, which means:"
AXI_REQ_0374,142,A8.6,Functional,– The Manager must not issue a request on the write channel with the same AWID as an outstanding
AXI_REQ_0375,142,A8.6,Transaction,"– If present on the interface, AWIDUNQ must be asserted for Prefetch transactions."
AXI_REQ_0376,142,A8.6,Functional,• The Manager may or may not follow a Prefetch request with a non-Prefetch request to the same address.
AXI_REQ_0377,143,A8.6,Transaction,"• When Prefetch_Transaction is True, RRESP_WIDTH must be 3 to enable the signaling of the"
AXI_REQ_0378,144,A8.7,Cache/Stash,Cache stashing enables one component to indicate that data should be placed in another cache in the system. This
AXI_REQ_0379,144,A8.7,Cache/Stash,Write to a Shareable location with an indication that the data should be allocated into a cache. Any number of
AXI_REQ_0380,144,A8.7,Cache/Stash,Write a full cache line of data to a Shareable location with an indication that the data should be allocated into a
AXI_REQ_0381,144,A8.7,Cache/Stash,cache. The transaction must be cache line sized and Regular. All write strobes must be asserted.
AXI_REQ_0382,144,A8.7,Cache/Stash,A data-less transaction which indicates that a cache line should be fetched into a particular cache. Other copies of
AXI_REQ_0383,144,A8.7,Handshake/Timing,the line are not required to be invalidated.
AXI_REQ_0384,144,A8.7,Cache/Stash,A data-less transaction which indicates that a cache line should be fetched into a particular cache. It is
AXI_REQ_0385,144,A8.7,Handshake/Timing,A StashOnceUnique transaction can cause the invalidation of a cached copy of a cache line and care must be taken
AXI_REQ_0386,144,A8.7,Cache/Stash,should be obtained for the address that is supplied with the StashTranslation transaction. See A13.9
AXI_REQ_0387,145,A8.7,Cache/Stash,The Domain of a stash request determines which caches are checked for the cache line and how the line should be
AXI_REQ_0388,145,A8.7,Cache/Stash,"request causes a cache to issue a downstream request, it should be Shareable if possible. Writes with stash must"
AXI_REQ_0389,145,A8.7,Cache/Stash,"request causes a cache to issue a downstream request, it must be Non-shareable. StashOnceShared and"
AXI_REQ_0390,146,A8.7,Cache/Stash,• A Node ID (NID) to identify the physical interface that the cache stash should be sent to.
AXI_REQ_0391,146,A8.7,Cache/Stash,"• For non-stash transactions, AWSTASHLPIDEN and AWSTASHNIDEN must be LOW."
AXI_REQ_0392,146,A8.7,Handshake/Timing,"• When AWSTASHNIDEN is LOW, AWSTASHNID is invalid and must be zero."
AXI_REQ_0393,146,A8.7,Handshake/Timing,"• When AWSTASHLPIDEN is LOW, AWSTASHLPID is invalid and must be zero."
AXI_REQ_0394,147,A8.7,Cache/Stash,StashOnce transactions must not use the same AXI ID values that are used by non-StashOnce transactions on the
AXI_REQ_0395,148,A8.7,Cache/Stash,may not be a stash target.
AXI_REQ_0396,148,A8.7,Cache/Stash,STASHNID_Present must be False.
AXI_REQ_0397,148,A8.7,Cache/Stash,"When Cache_Stash_Transactions is False, STASHNID_Present and STASHLPID_Present must both be False."
AXI_REQ_0398,148,A8.7,Functional,must be taken.
AXI_REQ_0399,148,A8.7,Functional,must be taken.
AXI_REQ_0400,148,A8.7,Functional,must be taken.
AXI_REQ_0401,149,A8.8,Functional,"deallocated, then the Dirty copy must be written back to main memory."
AXI_REQ_0402,149,A8.8,Cache/Stash,cache line boundary. Size must be cache line sized or smaller.
AXI_REQ_0403,149,A8.8,Transaction,"ROCI and ROMI are only supported in the Shareable Domain, so the Shareable_Transactions property must be"
AXI_REQ_0404,149,A8.8,Handshake/Timing,first item of read data for the transaction. The invalidation of the cache line is not required to have completed at
AXI_REQ_0405,149,A8.8,Transaction,"this point. However, it must be ensured that any later write transaction from any agent that starts after this point, is"
AXI_REQ_0406,150,A8.8,Cache/Stash,• The use of the ROMI transaction can cause the loss of a Dirty cache line. The use of this transaction must be
AXI_REQ_0407,150,A8.8,Handshake/Timing,"• Deallocating transactions do not guarantee that a cache line will be cleaned or invalidated, so cannot be used"
AXI_REQ_0408,151,A8.9,Handshake/Timing,"InvalidateHint is not required to be executed for functional correctness, so can be terminated at any point in the"
AXI_REQ_0409,151,A8.9,Handshake/Timing,• Ensuring the use of the InvalidateHint transaction is limited to address ranges that will not contain sensitive
AXI_REQ_0410,151,A8.9,Handshake/Timing,– AWSNOOP must be 5b wide if the InvalidateHint_Transaction property is True.
AXI_REQ_0411,151,A8.9,Cache/Stash,• AWSIZE and AWLEN must be cache line sized and Regular.
AXI_REQ_0412,151,A8.9,Ordering,– A Manager must not issue a request on the write channels with the same ID as an outstanding
AXI_REQ_0413,151,A8.9,Handshake/Timing,"– If present, AWIDUNQ must be asserted for an InvalidateHint request."
AXI_REQ_0414,155,A9.2,Functional,"When a component receives a CMO, it must do the following:"
AXI_REQ_0415,155,A9.2,Cache/Stash,"1. If the component is a cache and the CMO is cacheable, it must look up the line."
AXI_REQ_0416,155,A9.2,Functional,"2. If the component is a coherent interconnect and the CMO is Shareable, a CMO snoop must be sent to any"
AXI_REQ_0417,155,A9.2,Functional,Note that a coherent protocol such as AMBA CHI [5] is required to send CMO snoop requests.
AXI_REQ_0418,155,A9.2,Functional,It is recommended that Write-Through No-Allocate is used for writes to memory which will be followed by
AXI_REQ_0419,155,A9.2,Cache/Stash,a CMO to the same line. This ensures that the line will be looked up in any downstream cache but will not be
AXI_REQ_0420,155,A9.2,Response/Error,"6. If the CMO does need to be sent downstream, the CMO must be sent and the response that is returned must"
AXI_REQ_0421,156,A9.3,Cache/Stash,• The request must be cache line sized and Regular. See A3.1.8 Regular transactions for more details.
AXI_REQ_0422,156,A9.3,Transaction,"– System Domain is not permitted, which means that CMO transactions must be Normal rather than"
AXI_REQ_0423,156,A9.3,Cache/Stash,"The AxCACHE and AxDOMAIN attributes indicate which caches must action a CMO, as shown in Table A9.1."
AXI_REQ_0424,156,A9.3,Cache/Stash,"• If a location is cacheable for non-CMO transactions, it should be cacheable for CMO transactions."
AXI_REQ_0425,156,A9.3,Transaction,"• If a location is in the Shareable Domain for non-CMO transactions, it should be in the Shareable Domain for"
AXI_REQ_0426,156,A9.3,Functional,"• A Manager should not issue a read request that permits it to allocate a line, while there is an outstanding"
AXI_REQ_0427,156,A9.3,Cache/Stash,"• Allocation hints, such as AxCACHE[3:2], are not required to match between CMO and non-CMO"
AXI_REQ_0428,157,A9.4,Functional,The propagation of CMOs downstream of components depends on the system topology. A CMO must be
AXI_REQ_0429,159,A9.5,Functional,• Must be 0 if CMO_On_Write is False. This means that AWCMO is not on the interface.
AXI_REQ_0430,159,A9.5,Functional,• Must be 2 if CMO_On_Write is True and RME_Support is False.
AXI_REQ_0431,159,A9.5,Functional,• Must be 3 if CMO_On_Write is True and
AXI_REQ_0432,159,A9.5,Functional,"When AWSNOOP is not CMO, WritePtlCMO or WriteFullCMO, AWCMO must be 0b000."
AXI_REQ_0433,160,A9.6,Cache/Stash,• A write from an I/O agent which must be made visible to observers which are downstream of caches.
AXI_REQ_0434,160,A9.6,Functional,• A write to persistent memory that must ensure that all copies of the line are also cleaned to the point of
AXI_REQ_0435,160,A9.6,Functional,"• A CMO that causes a write back of dirty data, which must be followed by the CMO."
AXI_REQ_0436,160,A9.6,Cache/Stash,"that some Managers will natively generate a write with CMO. In other cases, a cache or interconnect will combine"
AXI_REQ_0437,160,A9.6,Functional,"If the Write_Plus_CMO property is True, the CMO_On_Write property must also be True."
AXI_REQ_0438,160,A9.6,Functional,data must be visible to observers
AXI_REQ_0439,160,A9.6,Cache/Stash,All in-line and peer caches must look up the
AXI_REQ_0440,160,A9.6,Functional,"Shareable region, where the data must"
AXI_REQ_0441,160,A9.6,Functional,and CleanSharedPersist must be propagated
AXI_REQ_0442,160,A9.6,Cache/Stash,All in-line and peer cache entries must be
AXI_REQ_0443,160,A9.6,Handshake/Timing,CleanInvalid must be propagated if there are
AXI_REQ_0444,161,A9.6,Cache/Stash,"A WriteFullCMO must be cache line sized and Regular, see A8.2 Cache line size and A3.1.8 Regular transactions."
AXI_REQ_0445,161,A9.6,Cache/Stash,A WritePtlCMO must be cache line sized or smaller and not cross a cache line boundary. The associated CMO
AXI_REQ_0446,161,A9.6,Cache/Stash,applies to the whole of the addressed cache line. AWBURST must not be FIXED.
AXI_REQ_0447,161,A9.6,Response/Error,BPERSIST signals must be set on the write response. See A9.8 CMOs for Persistence for more details.
AXI_REQ_0448,164,A9.8,Functional,"If CMO_On_Write and CMO_On_Read are both False, Persist_CMO must be False."
AXI_REQ_0449,165,A9.8,Functional,The propagation of PCMOs downstream of components depends on the system topology. A PCMO must be
AXI_REQ_0450,165,A9.8,Response/Error,"If the PCMO is changed to a CleanShared, the Persist response must be sent by the component doing the"
AXI_REQ_0451,165,A9.8,Functional,"When Persist_CMO is False, AWCMO must not indicate CleanSharedPersist or CleanSharedDeepPersist."
AXI_REQ_0452,166,A9.8,Response/Error,• The Completion response must follow normal response ordering rules.
AXI_REQ_0453,166,A9.8,Response/Error,"• If BCOMP is present on an interface, it must be asserted for one response transfer in all transactions on the"
AXI_REQ_0454,166,A9.8,Functional,"• BIDUNQ can take any value, it is not required to have the same value as AWIDUNQ."
AXI_REQ_0455,166,A9.8,Functional,"• BLOOP can take any value, it is not required to be driven from AWLOOP."
AXI_REQ_0456,166,A9.8,Response/Error,"• If BPERSIST is present on an interface, it must be asserted for one transfer of a response to a CSP or CSDP."
AXI_REQ_0457,166,A9.8,Response/Error,It must be deasserted for all other responses.
AXI_REQ_0458,166,A9.8,Response/Error,• The combined response must follow normal response ordering rules.
AXI_REQ_0459,167,A9.8,Response/Error,"and Persist response, so the cache must deassert BCOMP when it propagates the response upstream."
AXI_REQ_0460,167,A9.8,Cache/Stash,Cache must
AXI_REQ_0461,167,A9.8,Functional,"When Persist_CMO is False, ARSNOOP must not indicate CleanSharedPersist."
AXI_REQ_0462,168,A9.15,Cache/Stash,A9.15 illustrates which cache lines must be operated on by a CMO with and without RME support. See A4.5
AXI_REQ_0463,168,A9.15,Handshake/Timing,"When acted upon by a CleanInvalid or CleanShared CMO, data must propagate to a point where it is observable to"
AXI_REQ_0464,168,A9.15,Handshake/Timing,The CMO_On_Write property must be True to use a CleanInvalidPoPA.
AXI_REQ_0465,168,A9.15,Handshake/Timing,The Write_Plus_CMO property must be True to use a write with CleanInvalidPoPA.
AXI_REQ_0466,172,A9.11,Cache/Stash,AxDOMAIN signals to identify the caches on which the cache maintenance operations must operate.
AXI_REQ_0467,172,A9.11,Cache/Stash,For a processor that has cache maintenance instructions that are required to operate on a different number of
AXI_REQ_0468,172,A9.11,Transaction,transaction must be adapted to meet the requirements of the processor.
AXI_REQ_0469,172,A9.11,Cache/Stash,"memory attributes is required to operate on all caches within the system, then the Manager must issue a cache"
AXI_REQ_0470,172,A9.11,Functional,of Managers and non-coherent agents. This process must follow a particular sequence to reliably make the data
AXI_REQ_0471,175,A10.1,Functional,• Requests other address spaces must use an NSAID value of zero.
AXI_REQ_0472,175,A10.1,Functional,"• If a Manager is required to use a single NSAID value, then it is permitted for NSAID signals to be tied to a"
AXI_REQ_0473,176,A10.1,Functional,NSAID values that pass data between them must be subjected to permission checks.
AXI_REQ_0474,176,A10.1,Cache/Stash,"• When an agent caches a line of data that has been fetched using a particular NSAID value, it must ensure that"
AXI_REQ_0475,176,A10.1,Response/Error,"– If the NSAID value of the snoop response does not match the read request, then the cache line must first"
AXI_REQ_0476,176,A10.1,Handshake/Timing,"• Snoop transactions that invalidate cached copies, such as MakeInvalid, must not be used if memory"
AXI_REQ_0477,176,A10.1,Cache/Stash,protection is used. All such snoop transactions must be replaced with transactions that also clean the cache
AXI_REQ_0478,176,A10.1,Functional,• Any interconnect-generated write to main memory that occurs as the result of a snoop must use the NSAID
AXI_REQ_0479,176,A10.1,Transaction,"• If a single Manager can issue transactions with multiple NSAID values, it must ensure that internal accesses"
AXI_REQ_0480,176,A10.1,Cache/Stash,"– An access that has a cache line hit with the same address, but a different NSAID value, must clean and"
AXI_REQ_0481,176,A10.1,Cache/Stash,• Appropriate cache maintenance must be performed when changing the access permissions for NSAID values.
AXI_REQ_0482,177,A10.2,Functional,within their component. A system integrator wanting to use PBHA must consider every component between the
AXI_REQ_0483,179,A10.4,Functional,• The data bus width (DATA_WIDTH) must be 128b or larger.
AXI_REQ_0484,179,A10.4,Transaction,"• Untranslated_Transactions must not be False, because ACT transactions are to virtual addresses."
AXI_REQ_0485,179,A10.4,Functional,"When connecting Manager and Subordinate interfaces, the ACT_Support property must be compatible as shown"
AXI_REQ_0486,180,A10.4,Functional,The following signals are required to support ACT.
AXI_REQ_0487,180,A10.4,Functional,"• If ACT_Support is False, ACT_W_WIDTH and ACT_R_WIDTH must be 0."
AXI_REQ_0488,180,A10.4,Functional,"• When AWACTV is HIGH, AWSNOOP must be 0x0."
AXI_REQ_0489,180,A10.4,Functional,"• When ARACTV is HIGH, ARSNOOP must be 0x0."
AXI_REQ_0490,180,A10.4,Transaction,"• For writes, all write strobes within the transaction container must be asserted."
AXI_REQ_0491,181,A10.4,Ordering,– A request must not be issued on the read channels with the same ID as an outstanding ACT read request.
AXI_REQ_0492,181,A10.4,Ordering,– A request must not be issued on the write channels with the same ID as an outstanding ACT write
AXI_REQ_0493,181,A10.4,Functional,"– If present, AxIDUNQ must be asserted."
AXI_REQ_0494,181,A10.4,Transaction,transaction must never have its Size or Length changed. This might limit the topology of subsystems transporting
AXI_REQ_0495,183,A11.1,Functional,must be set to zero.
AXI_REQ_0496,183,A11.1,Functional,• AWSNOOP must be 0b0111 or 0b00111.
AXI_REQ_0497,183,A11.1,Atomic/Exclusive,"• AWLOCK must be 0b0, not exclusive access."
AXI_REQ_0498,183,A11.1,Handshake/Timing,• AWTAGOP must be Invalid.
AXI_REQ_0499,183,A11.1,Functional,"• AWID must be unique-in-flight, which means:"
AXI_REQ_0500,183,A11.1,Functional,– A Manager must not issue a request on the write channel with the same AWID as an outstanding
AXI_REQ_0501,183,A11.1,Transaction,"– If present, AWIDUNQ must be asserted for a WriteZero transaction."
AXI_REQ_0502,184,A11.2,Functional,"some cases, it is possible that the store will not be accepted because the queue is full but might be accepted if"
AXI_REQ_0503,184,A11.2,Transaction,"When the WriteDeferrable_Transaction property is True, AWSNOOP and BRESP must be wide enough to"
AXI_REQ_0504,184,A11.2,Functional,• AWSNOOP_WIDTH must be 5.
AXI_REQ_0505,184,A11.2,Functional,• BRESP_WIDTH must be 3.
AXI_REQ_0506,184,A11.2,Functional,• All bits of WSTRB must be set within the 64-byte container.
AXI_REQ_0507,185,A11.2,Ordering,– A Manager must not issue a request on the write channels with the same ID as an outstanding
AXI_REQ_0508,185,A11.2,Transaction,"– If present, AWIDUNQ must be asserted for a WriteDeferrable transaction."
AXI_REQ_0509,185,A11.2,Atomic/Exclusive,"• A WriteDeferrable transaction must be treated as 64-byte atomic, therefore:"
AXI_REQ_0510,185,A11.2,Atomic/Exclusive,– It must only be to locations which have a single-copy atomicity size of 64-bytes or greater.
AXI_REQ_0511,185,A11.2,Transaction,– The request must not be split or merged with other transactions.
AXI_REQ_0512,185,A11.2,Transaction,"transactions, it must not propagate the request."
AXI_REQ_0513,187,A12.1,Functional,"When MPAM_Support is False, MPAM_WIDTH must be zero."
AXI_REQ_0514,188,A12.1,Functional,"When MPAM_Support is MPAM_9_1 and RME_Support is False, MPAM_WIDTH must be 11 and the mapping"
AXI_REQ_0515,188,A12.1,Functional,"When MPAM_Support is MPAM_9_1 and RME_Support is True, MPAM_WIDTH must be 12 and the mapping is"
AXI_REQ_0516,188,A12.1,Functional,"When MPAM_Support is MPAM_12_1 and RME_Support is False, MPAM_WIDTH must be 14 and the mapping"
AXI_REQ_0517,188,A12.1,Functional,"When MPAM_Support is MPAM_12_1 and RME_Support is True, MPAM_WIDTH must be 15 and the mapping"
AXI_REQ_0518,189,A12.1,Response/Error,system must add the MPAM information. The default behavior is IMPLEMENTATION DEFINED; one possible
AXI_REQ_0519,189,A12.1,Handshake/Timing,Manager components that are MPAM-enabled must drive MPAM signals when the corresponding AxVALID is
AXI_REQ_0520,190,A12.2,Transaction,transaction container must be asserted. BTAGMATCH is not present.
AXI_REQ_0521,190,A12.2,Functional,MTE_Support must be False when:
AXI_REQ_0522,191,A12.2,Functional,The signals required to support MTE are shown in Table A12.9.
AXI_REQ_0523,191,A12.2,Functional,Indicates which tags must be written to memory when
AXI_REQ_0524,191,A12.2,Cache/Stash,Allocation Tags that are cached must be kept hardware-coherent. The coherence mechanism is the same as for
AXI_REQ_0525,192,A12.2,Cache/Stash,"• When Dirty tags are evicted from a cache, they must be either written back to memory or passed dirty to"
AXI_REQ_0526,192,A12.2,Handshake/Timing,"• When a MakeInvalid or ROMI transaction hits a line with dirty tags, the tags must be written back to"
AXI_REQ_0527,192,A12.2,Cache/Stash,• The transaction must be cache line sized or smaller and not cross a cache line boundary.
AXI_REQ_0528,192,A12.2,Handshake/Timing,"• AxADDR must be a physical address, therefore AxMMUVALID must be LOW if present."
AXI_REQ_0529,192,A12.2,Transaction,"• AxBURST must be INCR or WRAP, not FIXED."
AXI_REQ_0530,192,A12.2,Transaction,"• The transaction must be to Normal Write-Back memory, which means:"
AXI_REQ_0531,192,A12.2,Cache/Stash,– The CACHE_Present property must be True.
AXI_REQ_0532,192,A12.2,Functional,"• The ID value must be unique-in-flight, which means:"
AXI_REQ_0533,192,A12.2,Functional,– A Manager must not issue a request on the read channel with the same ARID as an outstanding read
AXI_REQ_0534,192,A12.2,Transaction,"– If present, ARIDUNQ must be asserted for a read with tag Transfer or Fetch."
AXI_REQ_0535,192,A12.2,Functional,– A Manager must not issue a request on the write channel with the same AWID as an outstanding write
AXI_REQ_0536,192,A12.2,Transaction,"– If present, AWIDUNQ must be asserted for a write with tag operations Transfer, Update, or Match."
AXI_REQ_0537,192,A12.2,Handshake/Timing,required to be valid.
AXI_REQ_0538,193,A12.2,Transaction,must be consistent for each 4-bit tag that is accessed by the transaction.
AXI_REQ_0539,193,A12.2,Response/Error,Tags are not required to be returned with the data. In the response to this
